 ElephantHeartbeat , BloodOxygen , BodyTemperature ,HealthStatus
37.62,98.32,46.43,Critical
25.38,98.84,43.78,Critical
39.08,99.71,46.68,Critical
27.3,99.94,44.87,Critical
28.04,99.9,49.31,Critical
31.37,96.9,48.03,Critical
30.82,97.1,48.32,Critical
34.26,97.59,43.75,Critical
30.35,96.13,49.91,Critical
39.73,96.76,43.01,Critical
39.29,97.29,41.16,Critical
33.44,99.71,45.4,Critical
35.22,95.25,41.8,Critical
30.55,99.03,48.96,Critical
35.75,95.94,45.76,Critical
25.17,96.69,41.47,Critical
29.61,98.69,48.14,Critical
26,96.17,44.6,Critical
25.11,97.26,44.15,Critical
26.71,98.99,43.74,Critical
25.59,96.92,48.14,Critical
28.1,97.42,40.73,Critical
26.1,99.85,48.35,Critical
38.88,99.67,48.99,Critical
36.41,98.12,47.11,Critical
25.34,98.82,42.3,Critical
28.99,96.31,41.13,Critical
34.34,97.11,46.44,Critical
34.62,98.48,42.85,Critical
38.62,96.51,47.39,Critical
30.63,99.85,46.18,Critical
29.71,95.39,47.66,Critical
29.97,97.36,42.96,Critical
25.15,99.57,42.59,Critical
33.6,96.67,48.4,Critical
39.53,99.18,41.12,Critical
38.35,95,43.69,Critical
28.64,95.83,42.73,Critical
33.06,99.73,48.27,Critical
29.58,97.09,41.74,Critical
31.62,99.22,40.04,Critical
35.33,97.39,49.18,Critical
28.83,97.19,43.7,Critical
27.71,97.13,42.32,Critical
36.56,95.93,45.63,Critical
30.39,98.23,45.91,Critical
30.5,96.11,46.99,Critical
37.17,99.38,43.9,Critical
30.9,96.95,48.32,Critical
28.52,96.89,41.35,Critical
25.41,97.88,43.23,Critical
33,97.74,46.1,Critical
35.58,99.96,43.2,Critical
28.18,96.77,43.77,Critical
27.04,97.61,42.62,Critical
25.88,99.32,40.63,Critical
29.47,97.66,43.82,Critical
39.02,99.06,49.66,Critical
32.72,98.64,42.54,Critical
35.32,97.61,45.3,Critical
29.32,96.7,42.66,Critical
32.94,97.88,47.65,Critical
26.63,96.52,40.59,Critical
27.38,98.06,40.63,Critical
25.27,96.09,46.26,Critical
38.67,99.81,47.87,Critical
38.36,98.41,42.65,Critical
27.41,99.47,49.81,Critical
37.83,99.05,41.77,Critical
27.73,99.75,48.67,Critical
36.3,95.3,40.8,Critical
29.18,96.06,44.4,Critical
26.37,98.06,49.24,Critical
27.24,99.96,40.3,Critical
39,95.62,42.88,Critical
27.79,95.34,46.01,Critical
32.83,98.15,48.25,Critical
31.19,97.02,40.15,Critical
28.55,97.7,40.05,Critical
29.81,98.34,43.59,Critical
30.04,99.29,42.85,Critical
25.65,95.16,42.43,Critical
36.29,97.44,41.28,Critical
37.34,95.62,49.56,Critical
36.1,98.94,49.04,Critical
27.96,97.93,42.75,Critical
31.6,98.98,46,Critical
32.73,97.11,47.66,Critical
31.43,96.86,48.54,Critical
34.04,99.07,43.28,Critical
38.48,98.65,43.46,Critical
36.93,97.4,43.27,Critical
38.27,96.54,41.42,Critical
37.8,99.77,48.12,Critical
28.81,97.66,48.22,Critical
35.36,95.7,47.12,Critical
30.82,99.69,44.55,Critical
30.24,96.59,43.53,Critical
32.2,97.35,45.14,Critical
30.47,97.12,47.06,Critical
33.07,95.92,46.7,Critical
31.24,98.09,48.99,Critical
36.03,96.57,45.78,Critical
29.43,98.74,41.93,Critical
33.93,96,48.86,Critical
32.12,97.04,46.81,Critical
30.08,95.37,44.94,Critical
26.91,99.3,47.58,Critical
29.56,96.57,48.61,Critical
37.55,95.32,44.99,Critical
33.56,99.06,46.26,Critical
29.23,96.31,49.27,Critical
29.61,95.17,46.82,Critical
35.6,97.69,42.9,Critical
34.65,97.78,49.89,Critical
25.56,98.07,45.79,Critical
35.32,95.16,44.76,Critical
37.11,98.33,46.75,Critical
32.91,98.85,41.29,Critical
36.96,97.01,41.86,Critical
32.72,97.78,48.63,Critical
28.38,96.14,46.95,Critical
33.78,98.13,48.85,Critical
29.63,99.75,41.71,Critical
39.6,98.63,41.68,Critical
39.29,96.39,47.41,Critical
31.92,95.34,43.87,Critical
28.09,96.48,49.35,Critical
39.71,97.36,49.61,Critical
32.08,95.81,49.4,Critical
36.8,96.34,47.28,Critical
34.92,95.91,46.64,Critical
32.63,98.47,49.71,Critical
27.29,96.93,47.67,Critical
28.21,98.02,46.2,Critical
28.15,96.44,48.97,Critical
32.42,95.18,49.16,Critical
35.2,96.67,45.61,Critical
28.25,99.81,46.39,Critical
31.6,95.66,40.58,Critical
26.68,99.35,47.04,Critical
28.71,98.79,43.85,Critical
38.23,96.69,41.63,Critical
28.76,95.17,45.86,Critical
27.32,95.28,49.13,Critical
31.29,96.65,49.19,Critical
30.65,97.52,47.62,Critical
34.38,95.3,40.39,Critical
37.4,95.04,41.41,Critical
35.1,96.67,41.72,Critical
28.18,95.87,48.12,Critical
27.13,99.77,45.02,Critical
30.02,95.13,44.64,Critical
33.11,96.93,46.71,Critical
34.89,98.39,44.55,Critical
32.5,97.02,43.85,Critical
34.7,99.67,47.9,Critical
26,98.51,40.03,Critical
37.83,95.68,48.41,Critical
28.53,97.82,46.87,Critical
27.6,98.82,42.93,Critical
31.06,95.27,49.09,Critical
39.27,95.09,40.42,Critical
39.15,99.44,48.74,Critical
37.49,95.88,47.26,Critical
26.37,95.11,42.07,Critical
30.07,95.94,46.43,Critical
29.36,99.6,49.05,Critical
25.86,96.63,45.55,Critical
29.72,97.85,47.58,Critical
36.69,97.59,41.57,Critical
27.13,98.77,41.96,Critical
34.81,96.28,42.06,Critical
31.59,98.73,46.22,Critical
34.18,99.86,41.55,Critical
30.9,97.86,48.18,Critical
27.14,98.16,47.83,Critical
34.73,98.66,49.05,Critical
36.58,99.41,48.02,Critical
26.41,99.24,47.37,Critical
30.24,96.3,41.58,Critical
39.32,95.41,43.75,Critical
38.69,96.61,43.23,Critical
25.14,99.75,40.1,Critical
27.05,96.01,49.13,Critical
37.97,97.97,45.18,Critical
32.1,99.75,45.42,Critical
32.05,95.81,46.47,Critical
29.37,95.91,49.46,Critical
29.41,97.34,44.08,Critical
27.09,96.08,43.25,Critical
32.71,98.02,40.77,Critical
38.48,95.06,43.59,Critical
26.65,96.46,41.91,Critical
32.58,99.53,42.63,Critical
25.36,97.81,47.03,Critical
32.39,95.39,49.04,Critical
38.3,99.9,42.74,Critical
29.08,99.79,43.2,Critical
39.3,98.68,42.18,Critical
35.46,96.4,45.49,Critical
32.71,97.01,43.93,Critical
27.66,95.61,45.98,Critical
39.05,99.36,46.19,Critical
34.02,97.42,49.1,Critical
37.77,98.69,48.08,Critical
32.68,98.19,49.32,Critical
32.25,97.76,41.47,Critical
28.29,98.86,48.48,Critical
25.93,99.14,49.31,Critical
26.89,95.73,44.66,Critical
31.11,95.86,49.79,Critical
27.15,97.94,41.96,Critical
39.78,97.1,47.4,Critical
25.05,96.8,40.76,Critical
33.73,97.4,40.39,Critical
35.82,95.63,40.71,Critical
31.33,95.25,44.43,Critical
37.94,95.47,44.29,Critical
28.13,97.3,45.53,Critical
37.12,98.15,49.55,Critical
25.1,99.56,49.91,Critical
29.26,96.89,40.01,Critical
39.1,96.69,47.19,Critical
26.06,99.39,46.94,Critical
31.03,96.21,40.4,Critical
26.42,96.16,40.5,Critical
36.04,98.6,45.11,Critical
37.07,98.52,49.19,Critical
34.58,96.08,41.77,Critical
30.98,96.24,49.23,Critical
34.37,99.01,50,Critical
32.5,99.3,49.82,Critical
32.36,96.8,48.34,Critical
34.42,99.09,49.28,Critical
38.13,97.49,43.83,Critical
35.76,96.08,46,Critical
37.58,97.8,43.59,Critical
39.08,99.7,43.85,Critical
30.49,97.97,42.01,Critical
25.75,97.07,41.36,Critical
31.9,95.32,47.05,Critical
33.25,98.72,43.32,Critical
37.38,97.42,41.45,Critical
27.36,95.94,42.43,Critical
36.78,95.31,40.94,Critical
33.91,99.16,49.68,Critical
25.43,99.03,45.99,Critical
29.26,97.39,46.47,Critical
30.04,95.19,49.33,Critical
30.93,98.84,44.4,Critical
30.5,98.42,47.32,Critical
26.58,99.82,47.43,Critical
38.83,97.02,41.88,Critical
38.27,99.16,40.92,Critical
29.09,97.05,42.96,Critical
39.86,96.55,43.15,Critical
36.77,95.2,44.41,Critical
37.37,96.51,43.09,Critical
28.84,96.18,48.21,Critical
37.98,95.15,43.94,Critical
39.54,98.37,44.97,Critical
37.57,97.78,46.83,Critical
29.36,98.06,43.93,Critical
35.46,96.61,48.11,Critical
25.79,97.31,48.69,Critical
29.51,97.92,44.5,Critical
28.08,95.43,46.28,Critical
32.04,96.73,42.34,Critical
37.44,98.05,47.35,Critical
30.22,99.4,40.33,Critical
30.96,97.25,40.82,Critical
29.84,96.17,43.56,Critical
39.05,95.34,46.73,Critical
38.53,99.33,48.23,Critical
38.64,97.11,42.66,Critical
30.88,97.4,46.44,Critical
31.13,97.73,44.08,Critical
35.66,98.43,42.88,Critical
28.57,95.32,48.33,Critical
28.67,98.27,45.04,Critical
36.93,95.61,45.41,Critical
29.3,97.61,44.12,Critical
30.96,99.35,48.83,Critical
34.76,97.36,42.63,Critical
34.16,95.47,40.92,Critical
26.87,98.49,45.56,Critical
38.29,98.55,42.19,Critical
25.01,96.36,43.82,Critical
39.86,97.59,49.09,Critical
30.86,97.19,47.15,Critical
28.6,95.43,41.68,Critical
27.02,97.22,48.52,Critical
36.4,97.35,48.1,Critical
27.08,99.37,46.94,Critical
34.69,96.61,40.77,Critical
35.94,99.95,48.64,Critical
37.52,97.32,40.02,Critical
39.65,96.41,40.72,Critical
25.2,99.61,42.61,Critical
34.79,98.08,48.01,Critical
34.26,97.09,41.6,Critical
38.07,96.44,43.81,Critical
28.03,96.27,49.37,Critical
28.82,96.2,45.76,Critical
37.2,97,45.51,Critical
26.92,96.31,40.96,Critical
34.6,95.6,47.23,Critical
27.13,99.34,45.12,Critical
29.41,95.68,41.08,Critical
31.5,95.4,48.94,Critical
32.76,98.26,44.26,Critical
29.01,97.01,44.05,Critical
29.72,97.01,49.03,Critical
31.08,98.47,48.76,Critical
30.34,95.56,47.74,Critical
39.49,98.4,40.63,Critical
31.34,95.57,44.27,Critical
34.28,96.54,44.91,Critical
37.6,97.71,47.62,Critical
37.09,99.71,45.48,Critical
28.65,99.67,42.71,Critical
36.04,96.56,43.65,Critical
39,98.95,46.86,Critical
34.33,97,42.14,Critical
30.77,99.48,45.08,Critical
34.78,95.86,48.74,Critical
32.44,99.05,41.36,Critical
37.35,96.41,49.23,Critical
39.57,97.82,48.43,Critical
38.17,95.3,40.01,Critical
39,97.54,45.14,Critical
33.48,97.25,44.77,Critical
37.77,99.71,41.26,Critical
34.36,96.45,41.77,Critical
25.7,97.32,44.02,Critical
38.63,97.71,43.23,Critical
33.57,97.8,43.2,Critical
31.71,96.53,47.37,Critical
38.34,95.65,40.4,Critical
25.47,99.55,46.15,Critical
28.18,97.66,45.96,Critical
31.43,99.56,45.75,Critical
39.99,98.41,48.54,Critical
38.65,96.4,42.04,Critical
39.93,98.9,40.89,Critical
38.85,98,49.21,Critical
28.03,95.09,41.65,Critical
29.39,98.47,47.96,Critical
32.57,95.79,48.67,Critical
33.95,99.23,43.58,Critical
25.83,96.67,42.62,Critical
30.85,97.1,49.04,Critical
34.4,97.94,48.72,Critical
25.29,99.69,41.6,Critical
33.92,99.49,43.56,Critical
39.41,99.18,49.51,Critical
27.75,99.47,47.41,Critical
34.79,96.97,46.48,Critical
28.91,97.51,44.74,Critical
27.9,96.99,42.26,Critical
30.92,96.9,43.07,Critical
29.14,98.2,49.94,Critical
31.2,95.49,48.62,Critical
32.06,99.89,44.19,Critical
34.92,96.74,41.28,Critical
37.08,95.48,41.41,Critical
31.54,99,47.27,Critical
33.38,99.32,44.23,Critical
32.37,96.03,48.41,Critical
34.92,95.94,42.45,Critical
25.82,97.61,49.68,Critical
30.99,95.79,44.27,Critical
25.34,96.97,44.36,Critical
36.15,97.45,46.59,Critical
33.85,97.93,46.63,Critical
30.41,97.79,45.11,Critical
28.98,98.83,43.92,Critical
37.84,99.67,46.73,Critical
35.32,98.34,48.22,Critical
25.05,96.18,41.1,Critical
28.23,98.29,48.45,Critical
25.05,95.97,48.68,Critical
31.45,98.17,45.61,Critical
35.25,96.47,46.2,Critical
33.73,95.54,48.03,Critical
30.26,98.65,44.31,Critical
32.61,96.12,42.18,Critical
33.63,98.58,47.09,Critical
28.68,96.81,49.29,Critical
33.11,98.04,42.15,Critical
33.52,97.32,41,Critical
30.43,96.45,42.23,Critical
28.09,99.95,48.48,Critical
28.3,99.36,40.67,Critical
32.35,98.48,48.93,Critical
34.19,98.84,42.48,Critical
32.47,95.54,45.54,Critical
38.8,98.67,41.03,Critical
37.54,95.91,47.32,Critical
35.48,99.97,47.28,Critical
39.33,99.71,42.81,Critical
39.75,95.99,46.22,Critical
36.6,98.37,43.89,Critical
25.99,97.4,45.46,Critical
29,96.68,41.22,Critical
25.29,95.14,48.12,Critical
39.37,95.8,41.35,Critical
36.41,99.41,47.22,Critical
31.96,98.82,44.2,Critical
30.15,99.05,48.91,Critical
33.23,99.88,45.05,Critical
38.8,97.47,44.07,Critical
37.2,98.24,42.98,Critical
38.39,99.15,40.24,Critical
39.66,99.26,41.73,Critical
25.66,97.85,47.21,Critical
36.03,98.58,44.78,Critical
27.95,99.45,44.21,Critical
31.14,95.32,43,Critical
37.5,98.41,44.99,Critical
37.83,95.8,40.52,Critical
29.95,99.11,42.6,Critical
38.22,96.64,47.89,Critical
35.44,99.43,45.62,Critical
29.66,95.04,43.04,Critical
25.28,98.77,47.96,Critical
35.44,98.13,40.79,Critical
33.33,96.49,49.54,Critical
36.19,98.75,49.25,Critical
25.05,98.21,40.53,Critical
36.54,95.6,47.08,Critical
38.67,97.48,44.04,Critical
34.7,97.92,48.69,Critical
35.43,98.98,43.87,Critical
33.11,99.77,49.42,Critical
36.53,96.34,49.48,Critical
26.73,98.27,41.28,Critical
36.47,96.73,49.67,Critical
28.82,95.57,49.68,Critical
35.38,97.96,40.63,Critical
29.3,98.16,47.3,Critical
37.5,98.83,49.65,Critical
35.05,96.43,46.42,Critical
38.68,96.83,40.58,Critical
38.22,99.81,45.55,Critical
29.87,98.17,44.88,Critical
27.16,95.61,46.03,Critical
26.25,96.44,41.22,Critical
34.8,99.57,42.03,Critical
28.09,98.82,41.75,Critical
37.99,97.97,48.76,Critical
34.93,99.33,46.03,Critical
30.56,99.68,44.8,Critical
30.84,96.74,44.27,Critical
36.52,96.95,41.83,Critical
33.25,97.33,47.36,Critical
26.97,95.58,49.35,Critical
39.55,98.54,49.02,Critical
33.2,98.62,49.23,Critical
31.68,97.75,40.84,Critical
32.1,97.81,46.31,Critical
33.43,95.57,43.88,Critical
32.84,99.62,40.62,Critical
37.62,97.27,45.57,Critical
36.7,98.71,42.74,Critical
34.17,97.39,43.7,Critical
30.54,98.76,48.61,Critical
36.39,96.87,44.86,Critical
36.18,95.62,43.74,Critical
26.5,96.82,41.26,Critical
28.4,98.89,44.67,Critical
35.07,95.63,40.01,Critical
34.85,96.44,42.6,Critical
36.39,97.46,43.95,Critical
36.83,96.06,40.77,Critical
27.27,98.45,48.16,Critical
33.43,95.08,42.98,Critical
36.04,99.21,43.78,Critical
36.65,97.53,41.3,Critical
39.3,98.53,46.57,Critical
33.39,99.99,48.13,Critical
36.59,98.87,41.5,Critical
35.56,96.11,42.97,Critical
26.29,99.29,40.8,Critical
34.73,99.3,41.98,Critical
36.11,99.71,42.42,Critical
32.24,97.98,48.4,Critical
39.11,97.81,48.83,Critical
35.85,97.25,48.9,Critical
33.26,96.82,48.66,Critical
38.19,99.75,41.49,Critical
32.96,95.63,48.34,Critical
36.29,97.71,48.48,Critical
38.39,95.92,41.85,Critical
30.07,98.1,48.1,Critical
25.48,98.29,41.32,Critical
29.69,96.93,47.45,Critical
37.33,99.09,41.75,Critical
39.01,99.86,40.98,Critical
38.61,98.06,43.94,Critical
35.06,95.35,44.49,Critical
37.5,97.9,42.52,Critical
27.4,98.03,45.14,Critical
37.88,98.36,40.57,Critical
27.18,96.07,49.49,Critical
26.68,98.59,48.03,Critical
36.57,97.6,48.49,Critical
27.08,96.6,46.05,Critical
37.11,95.73,40.57,Critical
39.27,96.26,44.98,Critical
39.84,97.48,49.7,Critical
27.04,98.2,43.93,Critical
31.91,96.55,42.92,Critical
32.47,95.47,43.2,Critical
29.74,95.47,48.03,Critical
34.89,99.13,48.56,Critical
35.86,95.58,41.63,Critical
30.18,98.49,43.43,Critical
38.51,97.91,48.18,Critical
33.62,97.53,48.76,Critical
33.83,95.41,43.22,Critical
28.19,97.61,48.17,Critical
34.37,98.28,47.55,Critical
31.07,97,41.13,Critical
28.61,97.51,47.37,Critical
28.19,98.38,41.43,Critical
31.19,95.17,49.68,Critical
28.14,95.89,49.54,Critical
35.86,97.22,49.17,Critical
29.1,97.11,43.91,Critical
34.01,95.92,43.33,Critical
35.74,98.95,47.27,Critical
38.1,99.89,40.21,Critical
29.46,96.81,43.5,Critical
32.37,95.05,46.85,Critical
35.18,97.6,40.82,Critical
37.57,96.79,47.53,Critical
36.04,99.24,45.46,Critical
28.17,99.72,48.28,Critical
28.65,98.69,40.86,Critical
30.09,97.13,40.49,Critical
33.52,99.94,42.21,Critical
37.05,95.12,42.7,Critical
34.8,97.71,41.4,Critical
27.08,99.75,47.94,Critical
38.31,95.32,43.73,Critical
25.47,95.48,48.99,Critical
36.21,96.22,47.09,Critical
36.02,99.61,41.84,Critical
37.56,95.91,41.02,Critical
30.65,99.84,40.02,Critical
39.7,98.54,47.31,Critical
34.25,96.15,47.26,Critical
35.31,98.99,40.18,Critical
27.61,98.48,48.03,Critical
36.51,96.89,48.49,Critical
38.33,95.81,48.36,Critical
31.4,98.56,49.18,Critical
28.28,99,41.25,Critical
30.75,95.63,44.28,Critical
36.93,98.51,44.49,Critical
36.76,95.73,41.84,Critical
25.09,96.13,45.82,Critical
33.09,97.48,47.73,Critical
38.22,95.91,40.9,Critical
28.44,95.72,46.46,Critical
33.56,99.28,40.62,Critical
30.27,96.7,46.78,Critical
29.51,97.39,43.46,Critical
31.58,98.8,45.17,Critical
25.17,95.12,49.51,Critical
30.62,96.27,47.91,Critical
31.68,98.1,43.33,Critical
28.07,97.4,42.6,Critical
27.09,99.48,40.49,Critical
27.02,95.62,40.97,Critical
26.82,97.24,44.16,Critical
32.1,95.49,46.08,Critical
33.46,98.29,43.32,Critical
38.69,99.78,48.86,Critical
29.65,95.16,41.89,Critical
25.07,97.13,40.71,Critical
35.49,95.73,47.87,Critical
36.04,97.08,42.66,Critical
37.12,95.68,46.41,Critical
33.85,97.04,45.19,Critical
37.83,99.37,49.68,Critical
25.98,99.02,48.9,Critical
37.31,95.24,44.3,Critical
28.9,98.16,44,Critical
37.58,95.59,41.27,Critical
28.5,96.95,46.05,Critical
33.32,97.55,48.38,Critical
30.89,98.07,49.69,Critical
31.02,96.78,47.4,Critical
30.85,99.61,47.41,Critical
33.78,97.39,44.69,Critical
36.16,96.73,42.24,Critical
35.14,97.28,44.06,Critical
29.4,99.67,40.85,Critical
26.92,96.83,47.15,Critical
26.39,99.47,46,Critical
35.38,98.74,43.79,Critical
33.54,96.3,49.59,Critical
32.47,98.47,47.07,Critical
37.43,98.1,42.84,Critical
39.22,96.83,47.25,Critical
32.78,95.96,43.76,Critical
26.82,96.11,48.52,Critical
34.45,99.86,41.26,Critical
34.09,97.11,43.72,Critical
34.23,96.72,45.57,Critical
33.53,95.48,46.77,Critical
35.35,96.91,41.75,Critical
39.91,98.93,40.71,Critical
27.44,96.5,41.76,Critical
28.95,98.99,49.12,Critical
37.7,98.68,42.06,Critical
25.39,95.5,41.89,Critical
29.83,97.51,47.63,Critical
34.5,95.98,45.35,Critical
35.23,96.28,43.34,Critical
26.83,96.59,41.12,Critical
37.77,96.81,43.98,Critical
36.46,95.56,41.59,Critical
25.48,95.54,40.56,Critical
30.81,97.66,44.67,Critical
38.83,99.75,44.93,Critical
35.53,95.8,44.84,Critical
30.46,99.23,42.57,Critical
38.49,97.49,47.14,Critical
29.45,99.95,43.86,Critical
31.47,96.39,47.1,Critical
32.64,96.85,43.85,Critical
35.07,99.38,48.84,Critical
39.36,99.6,47.26,Critical
37.83,96.33,45.89,Critical
36.32,97.57,45.11,Critical
32.94,95.58,44.6,Critical
39.7,96.1,43.53,Critical
28.34,97.24,43.97,Critical
33.62,96.65,47.08,Critical
27.81,99.64,42.39,Critical
39.89,95.87,43.06,Critical
25.9,95.72,45.63,Critical
29.15,96.65,45.77,Critical
37.38,96.94,45.81,Critical
35.77,98.64,49.75,Critical
30.02,97.49,44.65,Critical
30.6,95.21,40.37,Critical
32.46,99.1,46.1,Critical
33.45,96.79,48.81,Critical
29.58,97.23,46.51,Critical
37.92,95.39,45.08,Critical
28,95.45,42.14,Critical
26.86,98.78,46.08,Critical
27.65,98.26,42.16,Critical
33.65,95.14,47.15,Critical
32.05,96.77,46.96,Critical
28.06,96.25,46.19,Critical
39.91,97.8,41.06,Critical
33.3,99.33,45.88,Critical
33.49,99.04,45.77,Critical
26.94,98.62,43.3,Critical
29.15,98.01,40.15,Critical
36.81,97.77,46.58,Critical
35.64,96.14,48.43,Critical
40,95.31,46.25,Critical
30.83,98.64,47.21,Critical
38.02,99.66,46.39,Critical
30.16,98.57,43.94,Critical
27.61,95.92,46.65,Critical
33.19,96.88,41.89,Critical
37.73,99.9,43.17,Critical
29.51,98.89,43.25,Critical
38.72,96.53,40.51,Critical
32.66,98.91,42.31,Critical
35.13,95.88,42.5,Critical
26.7,95.15,46.34,Critical
29.92,95.97,46.12,Critical
25.3,99.62,43.1,Critical
31.25,98.97,40.32,Critical
32.85,95.48,40.01,Critical
34.08,97.82,46.37,Critical
27.73,95.43,43.1,Critical
33.31,99.6,44.1,Critical
26.45,99.16,42.07,Critical
28.47,96.95,41.31,Critical
36.81,95.39,43.39,Critical
37.36,96.17,47.13,Critical
25.49,99.42,45.7,Critical
37.62,98.83,41.84,Critical
28.41,96.22,45.14,Critical
37.31,97.48,46.42,Critical
27.77,99.28,44.04,Critical
25.61,97.9,41.3,Critical
39.84,99.46,47.64,Critical
33.32,99.13,42.74,Critical
25.85,99.76,43.53,Critical
34.25,97.96,48.34,Critical
25.71,97,42.39,Critical
26.08,97.37,45.39,Critical
32.52,99.03,41.45,Critical
35.99,97.93,48.85,Critical
32.94,98.51,40.09,Critical
39,96.68,41.31,Critical
38.73,95.16,43.48,Critical
38.55,98.62,40.52,Critical
36.57,97.74,42.75,Critical
29.88,98.75,41.49,Critical
35.62,95.77,41.69,Critical
27.22,95.46,46.23,Critical
33.65,99.77,49.26,Critical
37.45,98.19,42.26,Critical
38.98,95.73,43.82,Critical
29.89,96.75,49.79,Critical
35.2,95.09,47.44,Critical
38.17,97.97,45.09,Critical
25.94,96.12,44.84,Critical
38.1,98.88,48.74,Critical
39.88,98.45,45.67,Critical
27.18,95.07,41.7,Critical
27.91,98.17,41.5,Critical
28.33,99.16,44.31,Critical
31.14,95.5,41.43,Critical
26.39,98.61,41.83,Critical
33.22,97.72,43.43,Critical
34.87,98.17,46.8,Critical
33.35,97.3,40.85,Critical
32.5,98.49,41.18,Critical
39.65,95.53,44,Critical
25.51,96.21,40.35,Critical
32.6,99.16,42.71,Critical
28.14,97.6,40.53,Critical
38.11,99.77,44.18,Critical
30.62,96.82,40.02,Critical
36.37,99.11,41.77,Critical
26.27,97.76,43.94,Critical
30.13,97.95,49.3,Critical
27.17,98.5,48.36,Critical
28.4,97,40.69,Critical
30.4,95.06,49.14,Critical
31.38,96.3,46.5,Critical
31.4,99.88,48.06,Critical
31.27,97.87,44.29,Critical
32.69,97.93,49.84,Critical
32.98,99.2,46.29,Critical
32.97,97.57,48.73,Critical
33.45,99.31,43.33,Critical
25.18,97.04,49.77,Critical
28.56,99.09,40.47,Critical
33.38,98.26,47.52,Critical
31.97,99.52,46.61,Critical
27.35,99,41.02,Critical
25.89,96.98,47.64,Critical
38.08,99.21,49.13,Critical
38.26,98.71,43,Critical
32.16,97.63,45.38,Critical
37.21,99.74,47.35,Critical
39.33,98.52,49.45,Critical
28.28,96.39,42.56,Critical
34.98,98.66,42.75,Critical
29.46,97.92,46.23,Critical
31.57,98.28,43.98,Critical
39.31,96.27,44.54,Critical
32.89,98.02,41.09,Critical
34.22,95.23,45.82,Critical
25.47,97.83,45.14,Critical
36.33,97.45,42.59,Critical
29.57,97.01,48.19,Critical
37.77,97.08,42.64,Critical
36.66,98.87,45.83,Critical
25.9,99.27,48.43,Critical
35.9,95.81,48.78,Critical
28.47,98.43,48.62,Critical
39.67,96.25,47.08,Critical
33.85,95.92,47.08,Critical
36.86,96.16,49.74,Critical
26.62,96.43,41.34,Critical
35.87,99.97,41.47,Critical
25.74,98.58,49.8,Critical
28.05,99.36,45,Critical
38.45,99.55,48.52,Critical
39.44,99.34,41.29,Critical
33.41,99.54,41.52,Critical
27.42,95.19,41.06,Critical
27.88,99.43,41.69,Critical
38.7,95.13,44.33,Critical
32.26,96.21,47,Critical
33.4,98.62,44.74,Critical
29.67,97.04,42,Critical
27.84,96.17,48.21,Critical
38.47,96.61,46.56,Critical
34.96,99.99,44.5,Critical
33.67,98.65,40.96,Critical
34.81,97.47,45.05,Critical
28.17,96.65,40.06,Critical
25.46,95.65,45.14,Critical
26.02,98.86,49.13,Critical
29.49,99.32,43.75,Critical
32.22,97.11,48.29,Critical
33.67,98.79,43.95,Critical
31.48,99.36,48.98,Critical
33.18,99.65,41.1,Critical
36.98,95.15,48.65,Critical
27.02,98.55,41.42,Critical
27.77,97.81,46.85,Critical
25.58,95.95,43.28,Critical
31.92,97.88,44.4,Critical
26.97,96.24,43.21,Critical
33.71,97.55,44.73,Critical
27.66,97.72,49.47,Critical
33.54,96.72,48.57,Critical
38.79,98.76,43.61,Critical
26.6,98.97,44.36,Critical
28.68,98.6,45.46,Critical
34.88,97.76,47.08,Critical
31.69,95.07,40.36,Critical
27.56,99.26,43.63,Critical
39.29,98.29,44.72,Critical
25.5,97.2,45.42,Critical
29.12,95.4,44.17,Critical
27.75,95.54,49.87,Critical
26.16,97.24,45.41,Critical
25.78,95.58,46.52,Critical
31.43,99.06,41.84,Critical
34.94,99.83,46.14,Critical
38.35,97.41,47.73,Critical
32.47,95.43,42.08,Critical
30.75,98.26,46.36,Critical
36.87,96.49,49.67,Critical
38.72,95.33,40.25,Critical
28.81,99.56,46.41,Critical
27.23,95.05,46.86,Critical
29.02,99.02,48.63,Critical
26.53,97.01,40.72,Critical
26.52,95.85,45.56,Critical
29.4,97.71,44.13,Critical
25.19,99.52,46.24,Critical
25,95.73,40.4,Critical
34.76,95.09,48.77,Critical
36.46,97.21,44.25,Critical
39.52,98.78,42.56,Critical
30.51,98.34,48.28,Critical
36.27,99.47,48.25,Critical
35.09,99.14,40.27,Critical
35.89,96.01,43.64,Critical
26.65,99.04,41.91,Critical
38.81,95.39,49.11,Critical
25.21,98.16,44.65,Critical
25.41,98.81,46.24,Critical
33.82,95.15,42.17,Critical
27.51,98.48,49.08,Critical
34.26,96.47,44.26,Critical
32.95,97.05,42.43,Critical
33.51,98.14,47.82,Critical
34.38,96.15,47.31,Critical
34.69,96.4,41.91,Critical
39.51,99.92,47.67,Critical
30.14,99.12,45.07,Critical
39.04,99.63,41.72,Critical
32.06,98.52,40.49,Critical
32.52,99.51,42.75,Critical
25.11,95.22,42.08,Critical
38.36,97.32,40.01,Critical
37.89,96.45,42.74,Critical
29.91,99.84,40.34,Critical
36.4,97.83,43.6,Critical
35.42,99.04,42.42,Critical
25.63,98.37,45.58,Critical
28.38,95.99,47.22,Critical
30.18,98.1,41.06,Critical
26.34,98.09,47.4,Critical
27.95,98.75,45.04,Critical
26.02,96.66,44.48,Critical
36.79,98.68,42.51,Critical
